EOMONTH,Customer Name,Product Level 1,Product Level 2,Product Level 3,Product Level 4,      Sum of Net Amount      ,Comment
31-01-26,UGAM ENTERPRISES LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK PLAIN,,"45,379",
31-01-26,UGAM ENTERPRISES LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SL,,"68,069",
31-01-26,UGAM ENTERPRISES LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 32 PGS CB BANK SL,,"41,517",
31-01-26,UGAM ENTERPRISES LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 48 PGS CB BANK SL,,"42,483",
31-01-26,UGAM ENTERPRISES LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 64 PGS CB BANK SL,,"96,552",
31-01-26,UGAM ENTERPRISES LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK PLAIN,,"22,690",
31-01-26,UGAM ENTERPRISES LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SL,,"45,379",
31-01-26,UGAM ENTERPRISES LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A6 BANK (NO.4),,"50,979",
31-01-26,UGAM ENTERPRISES LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE RULLED PAPER A4 BANK,,"61,793",
31-01-26,UKWALA SUPPLIES LTD,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*80MM,,"7,753",
31-01-26,UNIQUE STAGEMATT KENYA LTD,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*80MM,,"244,251",
31-01-26,VAGHELA BOOKSELLERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA COUNTER BOOK 1QNP,,"2,549",
31-01-26,VAGHELA BOOKSELLERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA COUNTER BOOK 2QNP,,"8,690",
31-01-26,VAGHELA BOOKSELLERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA COUNTER BOOK 3QNP,,"9,124",
31-01-26,VAGHELA BOOKSELLERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA COUNTER BOOK 4QNP,,"3,910",
31-01-26,VAGHELA BOOKSELLERS,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"17,379",
31-01-26,VAGHELA SCHOOL CENTER LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 X 5.5 -2 PART PAYSLIP,,"35,298",
31-01-26,VAIKA PAPER & STATIONERY LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SQ,,"23,456",
31-01-26,VAIKA PAPER & STATIONERY LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SQ,,"24,434",
31-01-26,VEGPRO KENYA LIMITED,LABEL,LABEL - PLAIN,PLAIN - SEMI GLOSS LABEL - OTHER,,"77,728",
31-01-26,VEGPRO KENYA LIMITED,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL -  25*51MM,,"-27,104",
31-01-26,VEGPRO KENYA LIMITED,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - 43*58MM,,"23,520",
31-01-26,VEGPRO KENYA LIMITED,TRADING,PRINTING PAPER,PRINTING PAPER A2 NEWSPRINT,,"3,920",
31-01-26,VENISHA  ENTERPRISES LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"366,897",
31-01-26,VENISHA  ENTERPRISES LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SQ,,"91,724",
31-01-26,VIC ENTERPRISES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED 9.5 X 11- 2PART,,"26,073",
31-01-26,VICKYMATT STATIONERS LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 2Q BANK,,"63,919",
31-01-26,VICKYMATT STATIONERS LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 3Q BANK,,"52,531",
31-01-26,VICKYMATT STATIONERS LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 4Q BANK,,"55,914",
31-01-26,Vimal,OTHER,(blank),(blank),,"-8,000,000",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"19,298",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SQ,,"1,447",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SL,,"17,709",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SQ,,"2,460",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 64 PGS CB BANK SL,,"2,365",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 80 PGS CB BANK SL,,"6,149",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 96 PGS CB BANK SL,,"6,149",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SL,,"3,860",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 200 PGS CB BANK SL,,"4,919",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 200 PGS CB BANK SQ,,"1,476",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 120 PGS CB NP SL,,"6,054",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 200 PGS CB NP SL,,"12,676",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 64 PGS CB NP SL,,"6,054",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 80 PGS CB NP SL,,"4,966",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 96 PGS CB NP SL,,"6,054",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A5 120 PGS CB NP SL,,"6,622",
31-01-26,VIMIT LTD,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A5 96 PGS CB NP SL,,"4,966",
31-01-26,VIMIT LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 1Q BANK,,681,
31-01-26,VIMIT LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 2Q BANK,,653,
31-01-26,VIMIT LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 3Q BANK,,545,
31-01-26,VIMIT LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 4Q BANK,,582,
31-01-26,VIMIT LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A6 BANK (NO.4),,"1,022",
31-01-26,VIMIT LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SPIRAL NOTE BOOK TOP BINDING A6,,"1,022",
31-01-26,Vines Enterprises,EXERCISE BOOK,(blank),(blank),,"60,250",
31-01-26,VISTA PACKAGING LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"96,552",
31-01-26,VISTA PACKAGING LIMITED,TRADING,PAPER REELS,PAPER REELS,,"343,763",
31-01-26,VISTA PACKAGING LIMITED,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"188,276",
31-01-26,VIVEK INVESTMENTS LTD,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL -  25*51MM,,"1,834",
31-01-26,VIVEK INVESTMENTS LTD,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - 27*27MM,,"3,172",
31-01-26,WESTSIDE STATIONERS,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 2 PART,,"18,031",
31-01-26,WESTSIDE STATIONERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A6 BANK (NO.4),,"23,391",
31-01-26,WOOLMART LTD,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 57*40MM,,"8,464",
31-01-26,WOOLMART LTD,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*60MM,,"15,129",
31-01-26,WOOLMART LTD,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*80MM,,"35,771",
31-01-26,WOOLMART LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,RECORD CARD 6*4,,"2,252",
31-01-26,WOOLMART LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A5 BANK,,"20,646",
31-01-26,WOOLMART LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A6 BANK (NO.4),,"2,668",
31-01-26,WOOLMART LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A7 BANK (NO.0).,,"2,049",
31-01-26,WOOLMART LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE PETTY CASH A6 BANK WITH COVER,,"1,601",
31-01-26,WOOLMART LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SHORT HAND A5 TOP BINDING,,"2,067",
31-01-26,WOOLMART LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SPIRAL NOTE BOOK TOP BINDING A7,,"2,049",
31-01-26,WOOLMART LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SPIRAL NOTE BOOK TOP BINDING NO.3,,"2,727",
31-01-26,WOOLMART LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,RECORD CARD 5*3,,"1,360",
31-01-26,WOOLMART LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,RECORD CARD 5*8,,"4,410",
31-01-26,YASTECH BRANDS LIMITED,LABEL,KEBS,PRINTED KEBS LABEL-19*25MM - BIG,,"9,654",
31-01-26,YASTECH BRANDS LIMITED,LABEL,LABEL - PRE PRINTED,PRINTED LABELS,,"1,931",
31-01-26,ZAKUNA PRINTERS LIMITED,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"53,103",
31-01-26,ZAVERI GENERAL SUPPLY,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 48 PGS CB BANK IRISH,,"93,034",
31-01-26,ZAVERI GENERAL SUPPLY,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK PLAIN,,"77,431",
31-01-26,ZORRO GRAPHICS,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED  9.5 X 11- 3PART,,"23,065",
28-02-26,ABYSSINIA IRON AND STEEL LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,PHOTOCOPY PAPER A4,(blank),,"57,914",
28-02-26,ABYSSINIA IRON AND STEEL LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 2Q BANK,,734,
28-02-26,ABYSSINIA IRON AND STEEL LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 3Q BANK,,"2,151",
28-02-26,ABYSSINIA IRON AND STEEL LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A5 BANK,,369,
28-02-26,ABYSSINIA IRON AND STEEL LTD,TRADING,PAPER REELS,PAPER REELS,,"154,662",
28-02-26,ADAMJI MULTI SUPPLIES LTD,LABEL,KEBS,PRINTED KEBS LABEL-19*25MM - BIG,,"18,137",
28-02-26,ADAMJI MULTI SUPPLIES LTD,LABEL,LABEL - PRE PRINTED,PRINTED LABELS,,"12,657",
28-02-26,ADIX PLASTICS LIMITED,LABEL,KEBS,PRINTED KEBS LABEL - 19*13MM - SMALL,,0,
28-02-26,ADVERTISING WORLD LIMITED,TRADING,PRINTING PAPER,PRINTING PAPER B,,0,
28-02-26,AEINDRI TRADING LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 2Q BANK,,"18,248",
28-02-26,AEINDRI TRADING LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 3Q BANK,,"15,120",
28-02-26,AEINDRI TRADING LTD,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT - COLOURED,,"79,655",
28-02-26,AFAPACK ENTERPRISES LIMITED,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - OTHER,,"23,172",
28-02-26,AFAPACK ENTERPRISES LIMITED,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"147,840",
28-02-26,AFRICAN PERFECTION LIMITED,TRADING,BROWN PAPER,BROWN PAPER MEDIUM 70X100,,"34,207",
28-02-26,AFRICAN PERFECTION LIMITED,TRADING,PRINTING PAPER,PRINTING PAPER B70GSM,,"184,719",
28-02-26,ASIAN BETTING AND GAMING LTD,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*60MM,,"94,197",
28-02-26,ASTRO TECHWELL LIMITED,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 120 PGS MANILA BP SL,,"61,286",
28-02-26,ASTRO TECHWELL LIMITED,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 200 PGS MANILA BP SL,,"125,363",
28-02-26,ASTRO TECHWELL LIMITED,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 200 PGS MANILA BP SQ,,"62,682",
28-02-26,AT YOUR SERVICE LTD,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 57*47MM,,0,
28-02-26,ATOZ SUPPLIES LTD,LABEL,KEBS,PRINTED KEBS LABEL-19*25MM - BIG,,"3,862",
28-02-26,AUTO INDUSTRIES LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"13,034",
28-02-26,AUTO INDUSTRIES LTD,LABEL,KEBS,PRINTED KEBS LABEL-19*25MM - BIG,,"21,909",
28-02-26,AUTO INDUSTRIES LTD,OTHER,PLATE CHARGE & ORIGINATION,(blank),,"5,793",
28-02-26,AUTO SPRINGS EAST AFRICA,COMPUTER PAPER AND PHOTOCOPY PAPER,PHOTOCOPY PAPER A4,(blank),,"6,631",
28-02-26,BAHATI VENTURES LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 1 PART - COPY,,"90,813",
28-02-26,BAHATI VENTURES LTD,LABEL,LABEL - PLAIN,PLAIN -  THERMAL LABEL - 36*89MM,,"27,906",
28-02-26,BAHATI VENTURES LTD,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - 27*27MM,,"33,109",
28-02-26,BAHATI VENTURES LTD,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - 43*58MM,,"47,298",
28-02-26,BAHATI VENTURES LTD,LABEL,LABEL - PRE PRINTED,PRINTED LABELS,,"66,407",
28-02-26,BAHATI VENTURES LTD,PACKAGING,CAKE BASE,CAKE BASE 10*10,,"33,109",
28-02-26,BAHATI VENTURES LTD,PACKAGING,CAKE BOX  PLAIN,CAKE BOX 12*12*4,,"70,947",
28-02-26,BARGAIN ENTERPRISES,LABEL,KEBS,PRINTED KEBS LABEL-19*25MM - BIG,,521,
28-02-26,BARGAIN ENTERPRISES,LABEL,LABEL - PRE PRINTED,PRINTED LABELS,,261,
28-02-26,BARGAIN ENTERPRISES,OTHER,PLATE CHARGE & ORIGINATION,(blank),,"2,414",
28-02-26,BHAVINN STATIONERS LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 1 PART - COPY,,"12,183",
28-02-26,BHAVINN STATIONERS LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 2 PART,,"34,600",
28-02-26,BHAVINN STATIONERS LIMITED,EXERCISE BOOK,(blank),(blank),,"74,382",
28-02-26,BLESSING STATIONERS,TRADING,MG COVER,MG COVER - BLUE,,"12,901",
28-02-26,BLOW PLAST LTD,LABEL,LABEL - PRE PRINTED,PRINTED LABELS,,"82,532",
28-02-26,BOHEMIAN FLOWERS LIMITED,TRADING,PRINTING PAPER,PRINTING PAPER A2 NEWSPRINT,,"172,323",
28-02-26,BRAZAFRIC INDUSTRIES LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,STOCK CARD A4,,"1,357",
28-02-26,CAPITAL PRINTERS LTD,TRADING,MG COVER,MG COVER - GREEN,,"10,862",
28-02-26,CAPITAL PRINTERS LTD,TRADING,MG COVER,MG COVER - PINK,,"10,862",
28-02-26,CAPRIN STATIONERS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A5 BANK,,"18,682",
28-02-26,CARE PRIME GENERAL MERCHANTS,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"1,720,132",
28-02-26,Carmax Communication Company,EXERCISE BOOK,(blank),(blank),,"35,605",
28-02-26,CHANDARANA SUPERMARKET LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 1 PART - COPY,,"96,143",
28-02-26,CHANDARIA INDUSTRIES LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED  9.5 X 11- 3PART,,"138,880",
28-02-26,CHARIKEN OFFICE XPRESS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE LOOSE LEAF PAD BANK 70 SHEETS,,"3,831",
28-02-26,CLASSICS IRONMONGERS,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE-PRINTED 9.5 X 8 -2PART,,"28,265",
28-02-26,CLEANSELF SUPERMARKET LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 1 PART - COPY,,"92,297",
28-02-26,CLEANSELF SUPERMARKET LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 2 PART,,"33,650",
28-02-26,DAMARIS SYOWAI MUTUKU,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"351,845",
28-02-26,DAMARIS SYOWAI MUTUKU,TRADING,PRINTING PAPER,PRINTING PAPER B60GSM,,"52,777",
28-02-26,DAMARIS SYOWAI MUTUKU,TRADING,PRINTING PAPER,PRINTING PAPER B70GSM,,"32,252",
28-02-26,DATASET TECHNOLOGIES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE-PRINTED 9.5 X 8 -2PART,,"37,036",
28-02-26,DECEMBER WASTE SERVICE,OTHER,WHITE WASTE PAPER,(blank),,"37,839",
28-02-26,DELIGHT PRINTERS AND STATIONERS LIMITED,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"38,764",
28-02-26,DELIGHT PRINTERS AND STATIONERS LIMITED,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT - COLOURED,,"50,393",
28-02-26,DENIX COMMERCIAL ENTERPRISES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 120 PGS CB BP SL,,"56,178",
28-02-26,DENIX COMMERCIAL ENTERPRISES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 120 PGS CB BP SQ,,"11,869",
28-02-26,DENIX COMMERCIAL ENTERPRISES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 120 PGS MANILA BP SL,,"38,444",
28-02-26,DENIX COMMERCIAL ENTERPRISES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 120 PGS MANILA BP SQ,,"23,822",
28-02-26,DENIX COMMERCIAL ENTERPRISES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 120 PGS MANILA BP SL,,"9,222",
28-02-26,DENIX COMMERCIAL ENTERPRISES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 120 PGS MANILA BP SQ,,"4,611",
28-02-26,DENIX COMMERCIAL ENTERPRISES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 120 PGS MG BP SL,,"9,386",
28-02-26,DENIX COMMERCIAL ENTERPRISES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 120 PGS MG BP SQ,,"4,693",
28-02-26,DENIX COMMERCIAL ENTERPRISES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 64 PGS MANILA BP SQ,,"1,797",
28-02-26,DENIX COMMERCIAL ENTERPRISES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 64 PGS MANILA NP SL,,"3,594",
28-02-26,DENIX COMMERCIAL ENTERPRISES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 64 PGS MG BP SQ,,"8,267",
28-02-26,DISCOUNT OFFICE SUPPLIES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 1 PART - COPY,,"46,517",
28-02-26,DISCOUNT OFFICE SUPPLIES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 5 PART,,"43,610",
28-02-26,DISCOUNT OFFICE SUPPLIES,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA FLIPCHART A1 NP,,"138,097",
28-02-26,DOUBLE WHITELINE PLUS LTD 2020,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 1 PART - COPY,,"30,060",
28-02-26,DOUBLE WHITELINE PLUS LTD 2020,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 2 PART,,"459,677",
28-02-26,DOUBLE WHITELINE PLUS LTD 2020,OTHER,(blank),(blank),,"166,667",
28-02-26,DOUBLE WHITELINE PLUS LTD 2020,TRADING,MG COVER,MG COVER - GREEN,,"31,293",
28-02-26,DUTY LOGISTICS LIMITED,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 200 PGS CB BP SL,,"288,815",
28-02-26,EAGLE PAPER & STATIONERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,RECORD CARD 5*8,,"23,259",
28-02-26,EAGLE PAPER & STATIONERS,TRADING,MG COVER,MG COVER - BLUE,,"42,641",
28-02-26,EAGLE PAPER & STATIONERS,TRADING,MG COVER,MG COVER - GREEN,,"53,301",
28-02-26,EAGLE PAPER & STATIONERS,TRADING,PRINTING PAPER,PRINTING PAPER CB300GSM,,"81,405",
28-02-26,ECO PRINT,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED 14.5 X 8 - 3 PART,,"23,567",
28-02-26,EDEN BOOKS & STATIONERY,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SL,,"-1,938",
28-02-26,ELDOMATT SUPERMARKET,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A5 BANK,,"26,648",
28-02-26,ELDOMATT SUPERMARKET,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - 27*27MM,,"-48,633",
28-02-26,ELMORONO ENTERPRISES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 64 PGS MANILA BP SL,,"4,878",
28-02-26,ELMORONO ENTERPRISES,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 64 PGS MANILA BP SQ,,"4,878",
28-02-26,ELPHSONS ENTERPRISES LIMITED,EXERCISE BOOK,(blank),(blank),,"35,605",
28-02-26,ESGA ENTERPRISES LIMITED,EXERCISE BOOK,(blank),(blank),,"106,813",
28-02-26,EVRAH MARKETING & SUPPLIES,TRADING,BROWN PAPER,BROWN PAPER MEDIUM 70X100,,"51,311",
